DATE;SP500;NASDAQ,AAPL;NASDAQ,AMZN;NASDAQ,GOOGL
1493127300;2383,8401;144,25;907,42;881,11
1493127360;2383,54;144,2;906,73;880,16
1493127420;2383,8401;144,23;906,43;879,485
1493127480;2384,24;144,18;904,58;879,69
1493127540;2384,96;144,205;904,135;881,09
1493127600;2385,28;144,21;904,95;881,06
1493127660;2385,9199;144,2014;904,03;881,04
1493127720;2386,3101;144,22;903,468;880,98
1493127780;2386,25;144,245;904,56;881,46
1493127840;2386,4199;144,22;904,34;880,32
1493127900;2386,9299;144,2;904,145;880,68
1493127960;2386,8501;144,23;904,81;880,42
1493128020;2386,8201;144,32;904,46;881,254
1493128080;2386,6899;144,3;904,01;881,09
1493128140;2386,2;144,36;904,69;880,86
1493128200;2386,77;144,43;904,36;880,825
1493128260;2386,52;144,42;904,6007;880,75
1493128320;2385,8401;144,39;904,26;880,9796
1493128380;2386,04;144,25;903,6;881
1493128440;2385,8999;144,3524;903,735;881,0175
1493128500;2386,1699;144,26;904,14;880,66
1493128560;2386,1201;144,2258;904,174;880,9711
1493128620;2386,79;144,225;904,5;881,3236
1493128680;2386,8101;144,1465;904,83;881,35
1493128740;2386,96;144,17;905,01;881,29
1493128800;2386,6201;144,1842;904,445;881,5
1493128860;2386,6899;144,215;903,7;881,84
1493128920;2387,47;144,19;903,7;881,99
1493128980;2387,8501;144,255;903,91;882
1493129040;2387,6201;144,275;904,03;882,01
1493129100;2388,76;144,29;904,495;881,74
1493129160;2389,3;144,29;904,8534;882,3675
1493129220;2389,6101;144,3174;905,42;882,56
1493129280;2389,77;144,355;905,9;882,28
1493129340;2390,3301;144,33;906,43;882,31
1493129400;2390,1799;144,38;907;882,44
1493129460;2389,6699;144,3;906,88;882,71
1493129520;2390,05;144,2893;906,53;883,27
1493129580;2389,6499;144,1394;906,77;883,8
1493129640;2389,2;144,24;907,03;883,1948
1493129700;2389,22;144,19;907,02;883,015
1493129760;2389,1101;144,13;907,94;882,94
1493129820;2389,01;144,15;908,83;883,27
1493129880;2389,1499;144,187;909,41;883,9164
1493129940;2388,9399;144,22;908,91;884,01
1493130000;2388,8301;144,23;908,1301;883,82
1493130060;2388,8501;144,26;908,01;883,58
1493130120;2389,02;144,2001;908,26;883,26
1493130180;2388,2;144,1864;907,9561;883,174
1493130240;2388,6299;144,1452;907,89;882,95
1493130300;2388,5601;144,21;907,87;883,12
1493130360;2388,54;144,2443;908,37;882,9775
1493130420;2388,52;144,26;908,46;883,235
1493130480;2388,5;144,26;909;883,245
1493130540;2388,1799;144,23;908,8;883,2
1493130600;2388,3;144,26;909,2;883,145
1493130660;2388,1699;144,25;908,97;882,95
1493130720;2387,8301;144,28;908,68;882,64
1493130780;2388,02;144,31;908,87;882,62
1493130840;2387,96;144,32;908,8083;882,7
1493130900;2387,77;144,305;908,92;882,1765
1493130960;2387,8301;144,26;908,62;881,7101
1493131020;2388,1799;144,2741;908,9724;882,3481
1493131080;2388,24;144,34;909,17;882,45
1493131140;2387,97;144,42;909,08;882,55
1493131200;2387,6299;144,41;908,52;882,325
1493131260;2387,46;144,4;908,7617;882,04
1493131320;2387,25;144,35;908,364;881,6
1493131380;2387,3401;144,365;908,4901;881,57
1493131440;2387,23;144,39;908,66;881,4
1493131500;2387,1899;144,4;908,4599;882,0999
1493131560;2386,96;144,3701;907,8451;881,31
1493131620;2386,9299;144,36;907,505;881,13
1493131680;2387,0601;144,35;907,06;880,97
1493131740;2387,1201;144,37;907,57;881,25
1493131800;2386,96;144,39;907,6921;881,18
1493131860;2386,8799;144,4;907,695;881,52
1493131920;2387,3;144,3968;908,04;881,651
1493131980;2387,0801;144,4201;907,93;881,6
1493132040;2387,1001;144,35;907,85;881,73
1493132100;2387,29;144,39;908,11;881,695
1493132160;2387,22;144,4195;908,31;882,24
1493132220;2387,27;144,42;908;882,17
1493132280;2387,01;144,445;908;882,1475
1493132340;2386,8701;144,425;907,77;882,45
1493132400;2386,5901;144,4;907,61;881,78
1493132460;2386,75;144,39;907,53;881,68
1493132520;2386,96;144,37;907,81;881,9482
1493132580;2387,04;144,3984;907,98;882,2263
1493132640;2387,1101;144,46;907,9525;882,24
1493132700;2387,22;144,4465;907,909;882,1
1493132760;2387,3101;144,5;907,7;882,23
1493132820;2387,73;144,53;907,8;882,39
1493132880;2387,78;144,55;907,91;882,35
1493132940;2387,48;144,551;907,99;882,29
1493133000;2387,49;144,55;907,58;882,195
1493133060;2387,8201;144,54;907,62;882,23
1493133120;2387,8501;144,55;907,42;882,42
1493133180;2387,8601;144,56;907,54;882,34
1493133240;2388,0801;144,6165;907,415;882,5
1493133300;2388,05;144,6408;907,5018;882,57
1493133360;2388,1399;144,635;907,88;882,6
1493133420;2388,23;144,62;907,6611;882,6517
1493133480;2388,0601;144,66;907,57;882,625
1493133540;2389,01;144,635;907,11;882,46
1493133600;2388,99;144,68;907,36;882,8643
1493133660;2388,3501;144,62;907,2;882,72
1493133720;2388,79;144,64;907,24;882,33
1493133780;2388,71;144,63;907,21;882,52
1493133840;2388,47;144,63;907,26;882,77
1493133900;2388,72;144,6283;907,2857;882,77
1493133960;2388,73;144,625;907,1925;883,01
1493134020;2387,7;144,57;907,105;883,14
1493134080;2387,6299;144,51;906,3;882,9787
1493134140;2387,49;144,493;906,5087;883,02
1493134200;2387,3301;144,471;906,8837;883,214
1493134260;2386,9099;144,49;906,53;883,26
1493134320;2387,3;144,5;906,59;883,44
1493134380;2387,8101;144,47;906,38;883,14
1493134440;2387,97;144,53;906,51;883,53
1493134500;2387,48;144,5889;906,63;884,0097
1493134560;2387,25;144,59;906,79;883,79
1493134620;2387,52;144,6;906,88;883,88
1493134680;2387,49;144,6356;907,38;884,75
1493134740;2387,77;144,67;907,58;884,275
1493134800;2387,25;144,6637;907,2971;884,42
1493134860;2387,4099;144,63;907,22;884,08
1493134920;2387,3;144,5986;907,6;884,35
1493134980;2387,3;144,5838;907,41;884,704
1493135040;2387,53;144,585;907,33;884,89
1493135100;2387,9099;144,61;907,45;885,26
1493135160;2388,04;144,6443;907,31;885,26
1493135220;2388,02;144,645;907,2;885,1029
1493135280;2387,5901;144,6435;907,36;885,97
1493135340;2387,6299;144,66;907,0972;885,4004
1493135400;2387,8701;144,65;907,12;885,42
1493135460;2388,02;144,6614;907,01;885,6
1493135520;2387,76;144,6937;907,26;885,61
1493135580;2387,8301;144,645;907,39;885,55
1493135640;2387,8401;144,63;907,7;885,85
1493135700;2388,4299;144,655;907,55;885,7
1493135760;2388,3201;144,67;907,73;885,675
1493135820;2388,24;144,6053;907,83;885,72
1493135880;2388,0901;144,59;907,75;885,36
1493135940;2388,6299;144,5656;907,6799;885,45
1493136000;2388,8799;144,57;907,83;885,57
1493136060;2388,8799;144,6356;907,98;886,17
1493136120;2388,9199;144,62;908,18;886,4085
1493136180;2388,9099;144,635;908,2419;886,55
1493136240;2388,9199;144,6501;908,1;886,65
1493136300;2389,23;144,66;907,913;886,79
1493136360;2389,21;144,66;908,39;886,66
1493136420;2389,1899;144,65;908,48;886,7578
1493136480;2388,8201;144,645;908,32;886,85
1493136540;2388,9099;144,635;908,4;886,76
1493136600;2388,78;144,63;908,68;886,605
1493136660;2388,54;144,5906;908,68;886,6
1493136720;2388,6399;144,61;908,76;886,679
1493136780;2388,46;144,675;908,8;886,79
1493136840;2388,3899;144,67;908,91;886,63
1493136900;2388,99;144,66;908,71;886,84
1493136960;2388,96;144,67;908,7777;887,13
1493137020;2388,76;144,68;908,64;887
1493137080;2389,1699;144,6439;908,51;887,2
1493137140;2389,24;144,66;908,97;887,62
1493137200;2389,49;144,675;909,14;887,55
1493137260;2389,55;144,67;909,3;887,5824
1493137320;2389,26;144,6557;909,26;887,7
1493137380;2388,8;144,63;909,4;887,53
1493137440;2388,8999;144,584;908,85;887,6356
1493137500;2388,8701;144,645;909,04;887,8
1493137560;2388,9299;144,5944;908,81;887,315
1493137620;2388,8;144,59;908,64;887,4
1493137680;2389,02;144,59;908,25;887,55
1493137740;2388,8501;144,62;908,5;887,561
1493137800;2388,74;144,6153;908,16;887,33
1493137860;2388,52;144,6;908,33;887,09
1493137920;2388,1201;144,5705;908,19;887,32
1493137980;2388,1101;144,56;908,19;887,5499
1493138040;2387,53;144,5686;908,03;887,53
1493138100;2386,6299;144,53;908,24;887,57
1493138160;2386,71;144,51;907,8;887,46
1493138220;2387,05;144,55;908,1007;887,48
1493138280;2387,05;144,5753;908,37;887,92
1493138340;2387,03;144,5573;908,24;887,8
1493138400;2386,77;144,56;908,54;887,38
1493138460;2387,03;144,51;908,564;887,52
1493138520;2386,76;144,499;908,68;887,4806
1493138580;2387,04;144,49;908,79;887,64
1493138640;2386,6699;144,484;908,77;887,61
1493138700;2386,79;144,47;908,565;887,65
1493138760;2386,9199;144,466;908,16;887,65
1493138820;2387,05;144,46;908,195;887,66
1493138880;2387,3101;144,485;908,4199;887,99
1493138940;2387,4199;144,52;908,42;888,2216
1493139000;2387,02;144,46;908,4161;888,16
1493139060;2387,24;144,4465;908,39;888,27
1493139120;2387,6001;144,48;908,53;888,24
1493139180;2387,49;144,52;908,75;888,28
1493139240;2387,23;144,52;908,6;888,37
1493139300;2387,24;144,5;908,5;888,22
1493139360;2387,3401;144,48;908,33;888,21
1493139420;2387,48;144,5;908,33;888,34
1493139480;2387,04;144,47;908,41;888,48
1493139540;2387,1001;144,4599;907,999;888,52
1493139600;2387,0901;144,4499;907,84;888,2935
1493139660;2387,24;144,445;907,8;888,5499
1493139720;2387,53;144,445;907,9003;888,6396
1493139780;2387,75;144,465;907,99;888,7
1493139840;2387,95;144,47;908,147;888,84
1493139900;2388,0601;144,4799;908,38;888,84
1493139960;2388,1101;144,47;908,49;888,8938
1493140020;2388,5901;144,47;908,57;888,9999
1493140080;2388,5;144,505;908,705;889,06
1493140140;2388,77;144,525;908,52;889,07
1493140200;2388,8101;144,5445;908,6479;889,396
1493140260;2388,8799;144,535;908,59;889,0999
1493140320;2389,04;144,5637;908,7607;889,17
1493140380;2389,46;144,585;908,5686;889,09
1493140440;2389,3301;144,6056;908,49;889,3325
1493140500;2389,6699;144,6143;908,54;889,54
1493140560;2389,54;144,62;908,77;889,51
1493140620;2389,3301;144,63;908,62;889,55
1493140680;2389,3899;144,6233;908,46;889,6899
1493140740;2389,5601;144,64;908,6;889,78
1493140800;2389,5701;144,65;908,57;889,73
1493140860;2389,72;144,6261;908,395;890
1493140920;2390,04;144,63;908,64;890,11
1493140980;2389,3301;144,6333;908,49;889,98
1493141040;2389,4299;144,61;908,52;889,78
1493141100;2389,3501;144,62;908,52;889,98
1493141160;2389,4099;144,6256;908,3;889,68
1493141220;2389,2;144,63;908,33;889,937
1493141280;2388,8401;144,6342;908,4729;889,98
1493141340;2388,8899;144,62;908,12;889,91
1493141400;2389,02;144,6237;907,84;889,63
1493141460;2388,73;144,59;907,7;889,66
1493141520;2388,6201;144,58;907,6175;889,53
1493141580;2388,98;144,61;907,2;889,7
1493141640;2389,2;144,62;907,4;889,88
1493141700;2388,8999;144,62;907,38;889,817
1493141760;2389,0901;144,64;907,23;889,99
1493141820;2389,21;144,615;907,25;889,9257
1493141880;2388,8701;144,6399;907,6302;889,995
1493141940;2388,8201;144,6299;907,51;889,7447
1493142000;2388,8501;144,65;907,7846;889,92
1493142060;2389,0801;144,6472;907,82;889,9
1493142120;2388,46;144,6786;907,75;890,024
1493142180;2389,45;144,67;907,47;889,78
1493142240;2389,55;144,73;907,53;889,8234
1493142300;2389,5701;144,715;907,48;889,95
1493142360;2389,72;144,7241;907,53;889,92
1493142420;2389,54;144,7;907,45;889,9
1493142480;2389,6699;144,72;907,26;889,635
1493142540;2389,46;144,71;907,06;889,48
1493142600;2389,6799;144,705;907;889,5
1493142660;2389,53;144,72;906,92;889,65
1493142720;2389,52;144,7299;906,73;889,54
1493142780;2389,27;144,73;906,83;889,62
1493142840;2389,5701;144,7047;906,79;889,49
1493142900;2389,5801;144,7135;906,75;889,88
1493142960;2389,45;144,7036;906,9228;889,9
1493143020;2389,27;144,715;906,7;889,74
1493143080;2389,3301;144,6956;906,78;889,38
1493143140;2389,49;144,71;906,7;889,48
1493143200;2389,05;144,71;906,6558;889,3
1493143260;2389,46;144,69;906,2;888,72
1493143320;2389,53;144,72;906,47;888,96
1493143380;2389,6201;144,72;906,16;889,09
1493143440;2389,8301;144,726;906,33;889,2702
1493143500;2389,74;144,74;906,2719;889,7338
1493143560;2390,3;144,74;906,17;889,6459
1493143620;2390,1201;144,75;906,53;889,79
1493143680;2390,3799;144,78;906,48;889,56
1493143740;2390,54;144,7873;906,61;889,395
1493143800;2390,54;144,79;906,73;889,764
1493143860;2390,9199;144,8;906,87;889,79
1493143920;2391,1799;144,8047;907,07;889,91
1493143980;2391,0801;144,79;907,0584;889,875
1493144040;2390,6201;144,79;907,265;890,18
1493144100;2390,51;144,7763;907,39;890,13
1493144160;2390,6599;144,7836;907,6;890,26
1493144220;2390,49;144,795;907,71;890,41
1493144280;2390,8;144,7844;907,565;890,37
1493144340;2390,9199;144,7956;907,65;890,29
1493144400;2390,49;144,7999;907,73;890,24
1493144460;2390,4299;144,7662;907,465;890,29
1493144520;2390,21;144,77;907,5;890,38
1493144580;2389,96;144,765;907,36;890,05
1493144640;2389,95;144,76;907,22;889,925
1493144700;2390,26;144,7414;907,38;889,965
1493144760;2390,24;144,77;907,33;890,27
1493144820;2390,1201;144,73;907,44;890,45
1493144880;2389,9199;144,7352;907,34;890,18
1493144940;2389,8501;144,75;907,18;890,19
1493145000;2389,5701;144,725;907,1;890
1493145060;2390,1599;144,7115;906,9;889,75
1493145120;2390,3899;144,7216;906,86;890,02
1493145180;2390,3501;144,75;907,27;890,19
1493145240;2390,6201;144,75;907,4;890,25
1493145300;2390,54;144,79;907,4059;890,02
1493145360;2390,52;144,795;907,35;889,865
1493145420;2390,6399;144,795;907,2;890,1683
1493145480;2390,7;144,785;907,22;890,12
1493145540;2390,77;144,7765;907,1968;890,24
1493145600;2390,3;144,77;907,18;890,345
1493145660;2390,29;144,76;907,06;890,28
1493145720;2390,26;144,772;907,209;890,2004
1493145780;2390,23;144,7439;906,96;890,29
1493145840;2390,46;144,73;906,96;890,34
1493145900;2390,5701;144,75;907,14;890,7
1493145960;2390,76;144,755;907,139;890,58
1493146020;2390,1599;144,7541;907,2411;890,45
1493146080;2390,1201;144,69;907,215;890,4555
1493146140;2390,1399;144,685;907,415;890,52
1493146200;2389,97;144,71;907,41;890,4709
1493146260;2390,04;144,71;907,49;890,42
1493146320;2389,78;144,6985;907,5;890,4236
1493146380;2390,0701;144,675;907,47;890,34
1493146440;2389,8;144,6852;907,6028;890,46
1493146500;2389,5901;144,6799;907,66;890,5
1493146560;2388,8899;144,67;907,5465;890,54
1493146620;2389,22;144,63;907,27;890,405
1493146680;2389,71;144,66;907,375;890,47
1493146740;2389,3701;144,684;907,3575;890,41
1493146800;2389,3101;144,6371;907,2495;890,25
1493146860;2389,3601;144,6464;907,175;890,145
1493146920;2390,0901;144,6701;907,29;890,675
1493146980;2390,3301;144,6802;907,48;891,05
1493147040;2390,48;144,72;907,57;890,96
1493147100;2392,1299;144,71;907,79;890,97
1493147160;2391,6299;144,82;908,22;891,59
1493147220;2391,6201;144,81;908,06;891,39
1493147280;2391,6799;144,82;907,61;891,42
1493147340;2392,2;144,825;907,53;891,48
1493147400;2391,6299;144,84;907,54;891,565
1493147460;2391,4199;144,79;907,51;891,16
1493147520;2391,6799;144,8;907,11;890,96
1493147580;2391,74;144,83;907,4;891,44
1493147640;2391,5801;144,83;907,385;891,4
1493147700;2391,3799;144,83;906,82;891,32
1493147760;2391,3999;144,8049;906,68;891,22
1493147820;2391,9299;144,795;906,7008;891,11
1493147880;2392,22;144,83;906,8501;891,48
1493147940;2392,28;144,8595;907;891,41
1493148000;2392,1699;144,86;907,29;891,49
1493148060;2392,3;144,855;907,5;891,584
1493148120;2392,3301;144,87;907,5;891,94
1493148180;2392,1899;144,88;907,85;892,1
1493148240;2391,96;144,8756;907,935;891,9109
1493148300;2391,79;144,8844;907,67;891,995
1493148360;2391,55;144,85;907,69;891,91
1493148420;2391,6599;144,845;907,47;891,885
1493148480;2391,3201;144,825;907,47;891,75
1493148540;2391,3401;144,79;907,24;891,94
1493148600;2390,6499;144,795;907,22;891,98
1493148660;2390,6499;144,75;907,355;891,82
1493148720;2390,8501;144,747;907,21;891,76
1493148780;2391,1399;144,81;907,14;891,821
1493148840;2390,99;144,8088;907,22;891,73
1493148900;2390,79;144,7885;907,145;891,42
1493148960;2390,8201;144,77;907,14;891,29
1493149020;2390,76;144,76;907,285;891,15
1493149080;2390,5;144,78;907,1;891,27
1493149140;2390,27;144,74;907,1;891,14
1493149200;2390,8501;144,73;907,06;891,03
1493149260;2390,78;144,79;907,418;890,969
1493149320;2390,5701;144,81;907,32;891,07
1493149380;2390,51;144,79;907,25;891,17
1493149440;2390,1499;144,8;907,28;891,15
1493149500;2390,2;144,76;907,425;890,38
1493149560;2390,2;144,74;907,42;890,185
1493149620;2390,55;144,745;907,31;890,3
1493149680;2390,0801;144,795;907,41;890,44
1493149740;2390,3301;144,75;907,34;890,6
1493149800;2389,77;144,725;907,61;890,09
1493149860;2389,0901;144,64;907,16;889,78
1493149920;2388,8;144,585;906,84;889,5218
1493149980;2389,0901;144,58;906,805;889,51
1493150040;2389,3401;144,63;907,24;889
1493150100;2389,4399;144,59;907,25;888,955
1493150160;2389,8301;144,605;907,0949;888,945
1493150220;2389,73;144,6199;907,21;889,26
1493150280;2389,8301;144,5601;907,3;888,995
1493150340;2388,6201;144,59;907,5553;889,15
1493150400;2388,6201;144,54;907,62;888,84
1493213400;2388,6899;144,42;910,01;890,86
1493213460;2388,78;144,23;911,98;889,424
1493213520;2390,0801;144,25;912,7241;889,8065
1493213580;2390,97;144,163;913,1999;890,99
1493213640;2390,6599;144,4;914,45;892,46
1493213700;2390,72;144,41;914,7318;892,57
1493213760;2390,1299;144,41;914,92;891,887
1493213820;2389,97;144,36;913,7846;891,5078
1493213880;2389,96;144,44;913,7576;890,9733
1493213940;2389,8101;144,49;913,83;890,48
1493214000;2389,6101;144,5;914,2299;890,87
1493214060;2389,1101;144,49;914,167;890,74
1493214120;2388,3899;144,56;914,51;891,57
1493214180;2388,4399;144,46;912,74;890,5
1493214240;2388,96;144,425;913,3;891,0499
1493214300;2388,5801;144,46;913,29;891,2
1493214360;2388,8601;144,4499;912,4201;889,95
1493214420;2389,03;144,4461;913,294;890,24
1493214480;2389,51;144,45;912,47;890,16
1493214540;2390,04;144,47;912,7509;890,44
1493214600;2390,1699;144,49;913,03;890,86
1493214660;2390,3999;144,44;912,49;890,78
1493214720;2390,8301;144,4858;912,625;890,99
1493214780;2390,24;144,49;912,29;891,38
1493214840;2390,2;144,37;910,79;890,89
1493214900;2390,24;144,43;911,1854;890,62
1493214960;2390,6499;144,42;910,8001;890,4
1493215020;2390,0801;144,42;910,9499;890,73
1493215080;2390,3301;144,38;909,495;890,405
1493215140;2391,0701;144,4;909,43;890,07
1493215200;2390,26;144,42;909,95;890,77
1493215260;2390,29;144,33;909,65;890,925
1493215320;2390,7;144,3162;910,425;891,42
1493215380;2390,8301;144,35;910,54;891,7
1493215440;2390,47;144,35;910,98;891,68
1493215500;2390,54;144,28;910,9292;891,775
1493215560;2390,6001;144,24;910,89;892,165
1493215620;2390,8999;144,18;911,0006;892
1493215680;2391,5901;144,2;911,35;892,11
1493215740;2391,3501;144,19;911,73;892,16
1493215800;2391,1299;144,18;911,2685;891,9
1493215860;2391,1101;144,12;910,945;891,88
1493215920;2391,29;144,11;910,81;891,81
1493215980;2391,78;144,1675;910,9875;891,82
1493216040;2391,8701;144,225;911,25;892,26
1493216100;2391,8899;144,17;910,82;892,27
1493216160;2391,5701;144,14;910,942;892,23
1493216220;2391,1299;144,1;911,3;892,26
1493216280;2391,1899;143,9625;911,25;892,408
1493216340;2391,0601;143,8753;911,27;892,45
1493216400;2390,73;143,9883;910,19;892,02
1493216460;2390,8301;143,9702;909,84;891,78
1493216520;2390,8601;144;910,81;891,9503
1493216580;2390,8401;143,96;909,8;891,95
1493216640;2391,1299;143,92;909,87;891,75
1493216700;2391,2;143,94;909,9254;891,6257
1493216760;2391,3301;143,94;910,059;892
1493216820;2391,5701;143,9901;910,0095;892,34
1493216880;2391,51;143,9784;909,9348;892,07
1493216940;2391,8101;143,98;909,9986;892,05
1493217000;2392,24;143,99;910,17;891,9
1493217060;2391,9199;143,9;910,18;891,52
1493217120;2392,53;143,9;909,86;891
1493217180;2392,3401;143,92;910,09;891,2
1493217240;2392,4199;143,9889;909,59;891,06
1493217300;2392,04;143,95;909,62;890,82
1493217360;2392,6399;143,9475;909,3503;890,65
1493217420;2392,1499;143,98;909,9612;890,88
1493217480;2392,21;143,98;910,36;891,02
1493217540;2392,01;143,9968;910,5583;890,42
1493217600;2392,51;144,05;910,86;890,29
1493217660;2392,01;143,9916;910,96;889,93
1493217720;2391,95;143,96;910,21;889,58
1493217780;2392,1599;143,93;909,88;889,82
1493217840;2391,8101;143,9559;909,94;889,6832
1493217900;2391,96;143,96;909,41;889,6
1493217960;2392,26;143,97;909,2892;889,33
1493218020;2392,3101;143,961;909,57;889,69
1493218080;2392,23;143,98;909,47;889,71
1493218140;2392,3601;143,9973;909,55;889,45
1493218200;2392,73;144,02;909,6725;889,7791
1493218260;2393,24;143,995;909,93;889,43
1493218320;2393,4399;144;910,23;889,77
1493218380;2393,8799;144,05;910,1;890,05
1493218440;2393,6201;144,175;910,41;890,37
1493218500;2393,6499;144,095;909,9;890,1849
1493218560;2393,25;144,129;909,82;889,76
1493218620;2393,78;144,07;909,75;889,38
1493218680;2393,9399;144,09;910,09;889,49
1493218740;2393,6799;144,0912;910,349;889,73
1493218800;2393,51;144,11;910,15;889,69
1493218860;2393,6201;144,0956;910,36;889,89
1493218920;2393,24;144,135;910,642;889,79
1493218980;2393,6699;144,13;910,49;889,88
1493219040;2393,4199;144,11;910,61;890,23
1493219100;2393,4299;144,11;910,48;890,32
1493219160;2393,28;144,1291;910,5559;890,37
1493219220;2393,05;144,1136;910,17;889,8206
1493219280;2392,95;144,08;909,53;889,5
1493219340;2392,78;144,06;909,13;889,12
1493219400;2393,51;144,0001;908,27;889,24
1493219460;2393,1499;144;908,585;889,2605
1493219520;2392,72;143,955;908,8167;889,33
1493219580;2392,99;143,9138;909,29;889,14
1493219640;2392,8301;143,875;909,25;889,35
1493219700;2393,1399;143,874;909,5;889,28
1493219760;2393,3999;143,8856;909,8499;889,44
1493219820;2393,47;143,9;910,12;889,29
1493219880;2393,3701;143,8799;909,96;888,9644
1493219940;2393,3701;143,93;909,77;888,59
1493220000;2393,47;143,95;909,4;888,59
1493220060;2393,9099;143,9665;909,79;888,6
1493220120;2394,24;143,96;910,1;888,55
1493220180;2395,8701;144;909,8363;888,86
1493220240;2396,9299;144,08;910,65;889,61
1493220300;2397,6399;144,135;911,0053;889,99
1493220360;2397,1399;144,2;911,3;890,28
1493220420;2397,8999;144,13;910,7846;890,14
1493220480;2397,9299;144,1673;910,63;889,8
1493220540;2397,8101;144,165;910,7299;889,49
1493220600;2397,3301;144,1699;910,4002;888,99
1493220660;2397,1699;144,21;910,161;888,99
1493220720;2397,3601;144,19;910,64;889,15
1493220780;2397,27;144,2001;910,27;888,84
1493220840;2397,0901;144,2253;910,11;889,03
1493220900;2396,7;144,19;910,38;888,71
1493220960;2396,79;144,22;910,34;888,8
1493221020;2396,3701;144,27;910,63;888,6
1493221080;2396,4399;144,24;910,03;888,88
1493221140;2396,5801;144,245;910,3404;888,78
1493221200;2396,6201;144,2634;910,561;888,93
1493221260;2396,5;144,26;910,36;888,85
1493221320;2396,24;144,2485;910,351;888,77
1493221380;2395,76;144,205;910,31;888,46
1493221440;2394,4099;144,17;909,395;888,04
1493221500;2394,6399;144,1;908,38;887,15
1493221560;2391,55;144,14;908,4162;887,19
1493221620;2391,7;143,99;907,9184;886,9799
1493221680;2391,9099;144,0252;908,125;886,69
1493221740;2390,3999;144,036;908,35;886,76
1493221800;2391,25;143,95;908,18;885,435
1493221860;2390,9099;144,06;908,88;885,89
1493221920;2391,55;144,07;908,52;885,19
1493221980;2391,6299;144,14;908,58;885,67
1493222040;2391,48;144,11;908,5502;885,72
1493222100;2391,49;144,0832;908,06;885,26
1493222160;2392,1599;144,04;908,13;885,41
1493222220;2391,8899;144,07;908,52;885,4
1493222280;2391,98;144,05;908,0275;885,38
1493222340;2392,23;143,9799;908,05;885,63
1493222400;2391,3601;144,02;908,205;886,16
1493222460;2392,26;143,97;908,16;885,8975
1493222520;2392,8999;144,05;908,66;886,68
1493222580;2392,96;144,11;908,94;886,8489
1493222640;2392,9299;144,135;908,3473;886,87
1493222700;2392,8201;144,12;908,59;886,87
1493222760;2392,6799;144,09;908,75;886,57
1493222820;2392,77;144,075;908,91;886,79
1493222880;2392,78;144,1146;908,92;887,03
1493222940;2392,7;144,09;909,15;886,88
1493223000;2393,3799;144,1;908,9;886,99
1493223060;2393,8601;144,16;909,3;887,08
1493223120;2394,26;144,1895;909,2646;887,51
1493223180;2394,8899;144,1801;909,5525;888,04
1493223240;2394,79;144,23;909,828;888,2
1493223300;2394,3;144,21;909,67;888,3765
1493223360;2395,0801;144,1799;909,35;888,2
1493223420;2394,8101;144,2535;909,925;888,69
1493223480;2395,05;144,24;909,9199;888,75
1493223540;2395,01;144,25;909,7172;888,7
1493223600;2394,6399;144,25;909,69;888,79
1493223660;2394,45;144,2;909,38;888,3
1493223720;2393,98;144,21;909,2;888,07
1493223780;2394,0801;144,18;909,1;887,96
1493223840;2394,01;144,1864;909,245;888,055
1493223900;2394,1699;144,175;909,275;888,21
1493223960;2393,6299;144,1856;909,62;888,21
1493224020;2393,72;144,12;909,35;887,395
1493224080;2393,72;144,12;909,36;887,2
1493224140;2393,3501;144,11;909,1;887,6556
1493224200;2393,5801;144,0959;908,81;887,7209
1493224260;2393,3601;144,07;909,215;887,88
1493224320;2393,74;144,05;909,27;887,9625
1493224380;2394,01;144,08;909,44;888,01
1493224440;2394,04;144,11;909,3909;887,94
1493224500;2393,98;144,13;909,58;887,783
1493224560;2393,8201;144,12;909,3;887,32
1493224620;2393,1101;144,1;910,01;886,84
1493224680;2393,5701;144,0684;909,83;886,9
1493224740;2393,6101;144,11;910;886,99
1493224800;2393,96;144,105;910,42;887,11
1493224860;2393,96;144,11;910,13;887,3
1493224920;2393,9199;144,115;910,34;887,24
1493224980;2393,3701;144,11;910,07;886,94
1493225040;2393,6101;144,05;909,88;886,5
1493225100;2394,1101;144,05;909,83;886,5645
1493225160;2395,0901;144,09;910,3123;886,68
1493225220;2394,53;144,17;910,74;886,89
1493225280;2393,53;144,1101;911,48;887,4
1493225340;2393,1599;144,0227;911,44;886,66
1493225400;2393,6001;143,97;911,24;886,77
1493225460;2393,8401;144,03;911,29;886,69
1493225520;2393,8501;144,075;911,6535;886,88
1493225580;2394,6699;144,02;911,69;886,88
1493225640;2394,9199;144,07;911,875;886,86
1493225700;2394,9299;144,09;911,7652;887,3596
1493225760;2395,49;144,09;911,69;887,34
1493225820;2395,9199;144,12;911,79;887,5
1493225880;2396,1899;144,14;912,1558;888,09
1493225940;2396,3899;144,125;912,287;888,19
1493226000;2396,0701;144,1253;912,39;888,23
1493226060;2396,55;144,105;912,0056;887,76
1493226120;2396,02;144,12;912,21;888,04
1493226180;2395,98;144,09;912,02;888,1
1493226240;2395,6399;144,0999;912,08;888,05
1493226300;2396,23;144,0443;911,585;888,05
1493226360;2396,1599;144,09;912;888,2
1493226420;2396,3401;144,113;911,98;888,12
1493226480;2396,5701;144,07;912;888,04
1493226540;2397,02;144,06;911,85;888,11
1493226600;2397,0801;144,07;912,18;888,19
